code,dividPreNoticeDate,dividAgmPumDate,dividPlanAnnounceDate,dividPlanDate,dividRegistDate,dividOperateDate,dividPayDate,dividStockMarketDate,dividCashPsBeforeTax,dividCashPsAfterTax,dividStocksPs,dividCashStock,dividReserveToStockPs,dividend_per_share,ex_date
sz.000858,,2020-05-30,2020-04-28,2020-06-13,2020-06-19,2020-06-22,2020-06-22,,2.2,1.98或2.2,0.000000,10派22元（含税，扣税后19.8或22元）,,2.2,2020-06-19
sz.000858,,2021-06-19,2021-04-28,2021-07-03,2021-07-08,2021-07-09,2021-07-09,,2.58,2.322或2.58,0.000000,10派25.8元（含税，扣税后23.22或25.8元）,,2.58,2021-07-08
sz.000858,,2022-05-28,2022-04-29,2022-06-22,2022-06-28,2022-06-29,2022-06-29,,3.023,2.7207或3.023,0.000000,10派30.23元（含税，扣税后27.207或30.23元）,,3.023,2022-06-28
sz.000858,,2023-05-27,2023-04-29,2023-06-17,2023-06-26,2023-06-27,2023-06-27,,3.782,3.4038或3.782,0.000000,10派37.82元（含税，扣税后34.038或37.82元）,,3.782,2023-06-26
sz.000858,,2024-06-29,2024-04-29,2024-07-06,2024-07-11,2024-07-12,2024-07-12,,4.67,4.203或4.67,0.000000,10派46.7元（含税，扣税后42.03或46.7元）,,4.67,2024-07-11
sz.000858,,2024-12-31,2024-11-29,2025-01-16,2025-01-22,2025-01-23,2025-01-23,,2.576,2.3184或2.576,0.000000,10派25.76元（含税，扣税后23.184或25.76元）,,2.576,2025-01-22
sz.000858,,2025-06-21,2025-04-26,2025-07-12,2025-07-17,2025-07-18,2025-07-18,,3.169,2.8521或3.169,0.000000,10派31.69元（含税，扣税后28.521或31.69元）,,3.169,2025-07-17
sz.000858,,,2025-10-31,2025-12-11,2025-12-17,2025-12-18,2025-12-18,,2.578,2.3202或2.578,0.000000,10派25.78元（含税，扣税后23.202或25.78元）,,2.578,2025-12-17
