code,dividPreNoticeDate,dividAgmPumDate,dividPlanAnnounceDate,dividPlanDate,dividRegistDate,dividOperateDate,dividPayDate,dividStockMarketDate,dividCashPsBeforeTax,dividCashPsAfterTax,dividStocksPs,dividCashStock,dividReserveToStockPs,dividend_per_share,ex_date
sh.600036,,2020-06-24,2020-03-21,2020-07-03,2020-07-09,2020-07-10,2020-07-10,,1.2,1.08或1.2,0.000000,10派12元（含税，扣税后10.8或12元）,,1.2,2020-07-09
sh.600036,,2021-06-26,2021-03-20,2021-07-06,2021-07-12,2021-07-13,2021-07-13,,1.253,1.1277或1.253,0.000000,10派12.53元（含税，扣税后11.277或12.53元）,,1.253,2021-07-12
sh.600036,,2022-06-30,2022-03-19,2022-07-08,2022-07-14,2022-07-15,2022-07-15,,1.522,1.3698或1.522,0.000000,10派15.22元（含税，扣税后13.698或15.22元）,,1.522,2022-07-14
sh.600036,,2023-06-28,2023-03-25,2023-07-06,2023-07-12,2023-07-13,2023-07-13,,1.738,1.5642或1.738,0.000000,10派17.38元（含税，扣税后15.642或17.38元）,,1.738,2023-07-12
sh.600036,,2024-06-26,2024-03-26,2024-07-04,2024-07-10,2024-07-11,2024-07-11,,1.972,1.7748或1.972,0.000000,10派19.72元（含税，扣税后17.748或19.72元）,,1.972,2024-07-10
sh.600036,,2025-06-26,2025-03-26,2025-07-04,2025-07-10,2025-07-11,2025-07-11,,2,1.8或2,0.000000,10派20元（含税，扣税后18或20元）,,2.0,2025-07-10
sh.600036,,,2025-12-30,2026-01-10,2026-01-15,2026-01-16,2026-01-16,,1.013,0.9117或1.013,0.000000,10派10.13元（含税，扣税后9.117或10.13元）,,1.013,2026-01-15
